1,0.939950513,0.584276399,,0.621603362
2,0.879901025,0.546949436,,
3,0.848151073,0.527213558,,
4,0.835009744,0.519044864,,
5,0.830623011,0.516318056,,
6,0.822031786,0.510977722,,
7,0.79919921,0.496784916,,
8,0.78126304,0.485635732,,
9,0.774753725,0.48158952,,
10,0.763828544,0.474798391,,
11,0.743117236,0.461924172,,
12,0.726918509,0.451854989,,
13,0.718475331,0.446606681,,
14,0.715073383,0.444492019,,
15,0.704768306,0.438086348,,
16,0.69301467,0.430780249,,
17,0.685190925,0.425916982,,
18,0.683713043,0.424998326,,
19,0.700127692,0.435201727,,
20,0.712586084,0.442945906,,
