1,0.71366448,0.715138174,0.680004011,0.681707456,0.717371529,0.713303478,0.684186105,0.680092612,0.695865738,0.691849339,0.697411113,0.693424151,,0.697001515,0.004175192,0.014463288,12
2,0.427328961,0.430276348,0.360008021,0.363414911,0.434743058,0.426606955,0.36837221,0.360185225,0.391731475,0.383698678,0.394822226,0.386848302,,0.394003031,0.008350383,0.028926576,12
3,0.166402038,0.164660018,0.130985221,0.129500074,0.223537014,0.219203999,0.188377237,0.184017372,0.224879305,0.220632986,0.222797187,0.218577169,,0.191130802,0.010440998,0.036168677,12
4,0.033399086,0.014211531,0.034204958,0.015099925,0.134814768,0.12963559,0.135146323,0.129991237,0.167113736,0.162078285,0.147661515,0.142635216,,0.103832681,0.017370408,0.06017286,12
5,0.028978022,-0.013597778,0.053588149,0.011035096,0.124304064,0.114593722,0.148119745,0.13848534,0.165888774,0.156423118,0.123815651,0.114360055,,0.097166163,0.017585207,0.060916943,12
6,0.064867756,0.017265776,0.095822698,0.048221981,0.142744599,0.131958037,0.172891947,0.162194635,0.184261426,0.173740559,0.137451195,0.126941448,,0.121530171,0.015548306,0.053860913,12
7,0.04656539,0.01615368,0.103397347,0.072726062,0.125185347,0.114233705,0.180828124,0.170000305,0.173163865,0.162489595,0.142914743,0.132274129,,0.119994358,0.015139479,0.052444693,12
8,0.044194265,0.028160988,0.069975787,0.053835037,0.128788307,0.114680747,0.153807209,0.139797263,0.154378756,0.140581188,0.138134885,0.124410476,,0.107562076,0.013142261,0.045526129,12
9,0.073868475,0.056021081,0.058242157,0.040586591,0.137861894,0.120069695,0.122172094,0.104440338,0.152478542,0.135054231,0.134697134,0.117368758,,0.104405082,0.010834083,0.037530364,12
10,0.080292333,0.059038318,0.071318112,0.050224839,0.115608616,0.102318872,0.106604484,0.093363488,0.155724854,0.142748046,0.134673442,0.121757949,,0.102806113,0.009620432,0.033326153,12
11,0.085142436,0.063978681,0.089556879,0.068459373,0.108110994,0.103468421,0.112356164,0.107740424,0.142638018,0.138131564,0.12179617,0.117293452,,0.104889382,0.007109448,0.024627849,12
12,0.088653301,0.057225339,0.090362134,0.059066606,0.118536631,0.121265137,0.120084197,0.122802295,0.141793477,0.144498878,0.111063455,0.113710506,,0.10742183,0.00817526,0.02831993,12
13,0.075843467,0.020704972,0.074791338,0.019913649,0.114311617,0.114948899,0.113099418,0.113732182,0.152593225,0.153268026,0.098791644,0.099392028,,0.095949205,0.012345239,0.042765164,12
14,0.054436969,-0.006961315,0.057942292,-0.00319844,0.075489572,0.074351978,0.078847647,0.077719702,0.139028261,0.137995976,0.079124615,0.078021655,,0.070233243,0.012729978,0.044097936,12
15,0.029322068,-0.015303819,0.054797217,0.010197421,0.057411668,0.058967205,0.082386382,0.083967944,0.104794382,0.106381328,0.061159418,0.062678908,,0.058063343,0.010416996,0.036085533,12
16,-0.01333484,-0.049054571,0.041927321,0.005983441,0.035457003,0.039155032,0.089688967,0.093442045,0.071369782,0.075042234,0.036277497,0.039879334,,0.038819437,0.012151733,0.042094838,12
17,-0.011398191,-0.058195287,0.039634391,-0.007306222,0.049884337,0.047525105,0.099891571,0.097609446,0.084968558,0.08270141,0.039093122,0.036781934,,0.041765848,0.013872148,0.048054531,12
18,0.015476914,-0.034834917,0.039797712,-0.010453786,0.072897341,0.056824013,0.096600802,0.08063232,0.093622671,0.077891515,0.044475376,0.028787892,,0.046809821,0.011955601,0.041415417,12
19,0.022904359,0.004687474,0.03916227,0.020914868,0.072522383,0.042312433,0.088316383,0.058265348,0.076363251,0.046750543,0.058396376,0.028962607,,0.046629858,0.007248811,0.025110618,12
20,0.027457756,0.032544746,0.059305865,0.064145686,0.065368016,0.036514292,0.096577758,0.067897204,0.057781313,0.029483315,0.062489825,0.034391208,,0.052829749,0.006025451,0.020872774,12
