1,0.997499317,0.997499317,0.997499317,0.997499317,0.989175913,0.989175913,0.989175913,0.989175913,0.999885111,0.999885111,0.999885111,0.999885111,0.996409468,0.996409468,0.996409468,0.996409468,0.986975015,0.986975015,0.986975015,0.986975015,0.986902389,0.986902389,0.986902389,0.986902389,0.997582403,0.997582403,0.997582403,0.997582403,0.994116274,0.994116274,0.994116274,0.994116274,0.984707463,0.984707463,0.984707463,0.984707463,0.989258228,0.989258228,0.989258228,0.989258228,0.985826292,0.985826292,0.985826292,0.985826292,0.976509638,0.976509638,0.976509638,0.976509638,0.996492452,0.996492452,0.996492452,0.996492452,0.987057128,0.987057128,0.987057128,0.987057128,0.983634201,0.983634201,0.983634201,0.983634201
2,0.994998634,0.994998634,0.994998634,0.994998634,0.978351825,0.978351825,0.978351825,0.978351825,0.999770222,0.999770222,0.999770222,0.999770222,0.992818936,0.992818936,0.992818936,0.992818936,0.97395003,0.97395003,0.97395003,0.97395003,0.973804778,0.973804778,0.973804778,0.973804778,0.995164805,0.995164805,0.995164805,0.995164805,0.988232548,0.988232548,0.988232548,0.988232548,0.969414926,0.969414926,0.969414926,0.969414926,0.978516457,0.978516457,0.978516457,0.978516457,0.971652584,0.971652584,0.971652584,0.971652584,0.953019276,0.953019276,0.953019276,0.953019276,0.992984903,0.992984903,0.992984903,0.992984903,0.974114256,0.974114256,0.974114256,0.974114256,0.967268402,0.967268402,0.967268402,0.967268402
3,0.989909266,0.989909266,0.989909266,0.989909266,0.956512617,0.956512617,0.956512617,0.956512617,0.999556272,0.999556272,0.999556272,0.999556272,0.98549365,0.98549365,0.98549365,0.98549365,0.947749484,0.947749484,0.947749484,0.947749484,0.94730539,0.94730539,0.94730539,0.94730539,0.990231303,0.990231303,0.990231303,0.990231303,0.976207192,0.976207192,0.976207192,0.976207192,0.938566236,0.938566236,0.938566236,0.938566236,0.956831621,0.956831621,0.956831621,0.956831621,0.942945277,0.942945277,0.942945277,0.942945277,0.905673545,0.905673545,0.905673545,0.905673545,0.985815284,0.985815284,0.985815284,0.985815284,0.948067691,0.948067691,0.948067691,0.948067691,0.934217509,0.934217509,0.934217509,0.934217509
4,0.982812746,0.982812746,0.982812746,0.982812746,0.926623654,0.926623654,0.926623654,0.926623654,0.999268638,0.999268638,0.999268638,0.999268638,0.975290524,0.975290524,0.975290524,0.975290524,0.912085422,0.912085422,0.912085422,0.912085422,0.910901218,0.910901218,0.910901218,0.910901218,0.983346319,0.983346319,0.983346319,0.983346319,0.959433916,0.959433916,0.959433916,0.959433916,0.896403355,0.896403355,0.896403355,0.896403355,0.927152164,0.927152164,0.927152164,0.927152164,0.903473114,0.903473114,0.903473114,0.903473114,0.841062286,0.841062286,0.841062286,0.841062286,0.97582342,0.97582342,0.97582342,0.97582342,0.912612612,0.912612612,0.912612612,0.912612612,0.888994395,0.888994395,0.888994395,0.888994395
5,0.974039928,0.974039928,0.974039928,0.974039928,0.890782789,0.890782789,0.890782789,0.890782789,0.998899849,0.998899849,0.998899849,0.998899849,0.962745674,0.962745674,0.962745674,0.962745674,0.869671093,0.869671093,0.869671093,0.869671093,0.867031006,0.867031006,0.867031006,0.867031006,0.974848336,0.974848336,0.974848336,0.974848336,0.938793332,0.938793332,0.938793332,0.938793332,0.845979136,0.845979136,0.845979136,0.845979136,0.891583608,0.891583608,0.891583608,0.891583608,0.855877441,0.855877441,0.855877441,0.855877441,0.763978664,0.763978664,0.763978664,0.763978664,0.963553063,0.963553063,0.963553063,0.963553063,0.870469951,0.870469951,0.870469951,0.870469951,0.83485385,0.83485385,0.83485385,0.83485385
6,0.963600735,0.963600735,0.963600735,0.963600735,0.849648413,0.849648413,0.849648413,0.849648413,0.998448948,0.998448948,0.998448948,0.998448948,0.947896295,0.947896295,0.947896295,0.947896295,0.821477697,0.821477697,0.821477697,0.821477697,0.816360189,0.816360189,0.816360189,0.816360189,0.96474439,0.96474439,0.96474439,0.96474439,0.914330556,0.914330556,0.914330556,0.914330556,0.788271391,0.788271391,0.788271391,0.788271391,0.850781498,0.850781498,0.850781498,0.850781498,0.800850364,0.800850364,0.800850364,0.800850364,0.676039314,0.676039314,0.676039314,0.676039314,0.94903852,0.94903852,0.94903852,0.94903852,0.822608081,0.822608081,0.822608081,0.822608081,0.772800119,0.772800119,0.772800119,0.772800119
7,0.951716541,0.951716541,0.951716541,0.951716541,0.804728705,0.804728705,0.804728705,0.804728705,0.997939411,0.997939411,0.997939411,0.997939411,0.931060948,0.931060948,0.931060948,0.931060948,0.769476282,0.769476282,0.769476282,0.769476282,0.760570405,0.760570405,0.760570405,0.760570405,0.953234558,0.953234558,0.953234558,0.953234558,0.886539983,0.886539983,0.886539983,0.886539983,0.725423769,0.725423769,0.725423769,0.725423769,0.806232876,0.806232876,0.806232876,0.806232876,0.740169145,0.740169145,0.740169145,0.740169145,0.580655545,0.580655545,0.580655545,0.580655545,0.932577074,0.932577074,0.932577074,0.932577074,0.77097696,0.77097696,0.77097696,0.77097696,0.70507205,0.70507205,0.70507205,0.70507205
8,0.938346425,0.938346425,0.938346425,0.938346425,0.756582227,0.756582227,0.756582227,0.756582227,0.997370651,0.997370651,0.997370651,0.997370651,0.9122167,0.9122167,0.9122167,0.9122167,0.714531285,0.714531285,0.714531285,0.714531285,0.700181653,0.700181653,0.700181653,0.700181653,0.940280211,0.940280211,0.940280211,0.940280211,0.855360748,0.855360748,0.855360748,0.855360748,0.658261777,0.658261777,0.658261777,0.658261777,0.758498612,0.758498612,0.758498612,0.758498612,0.674371296,0.674371296,0.674371296,0.674371296,0.479243575,0.479243575,0.479243575,0.479243575,0.914148085,0.914148085,0.914148085,0.914148085,0.716443342,0.716443342,0.716443342,0.716443342,0.632512441,0.632512441,0.632512441,0.632512441
9,0.923710519,0.923710519,0.923710519,0.923710519,0.70692338,0.70692338,0.70692338,0.70692338,0.996735541,0.996735541,0.996735541,0.996735541,0.891748005,0.891748005,0.891748005,0.891748005,0.658867009,0.658867009,0.658867009,0.658867009,0.637142762,0.637142762,0.637142762,0.637142762,0.926112505,0.926112505,0.926112505,0.926112505,0.82141456,0.82141456,0.82141456,0.82141456,0.589243148,0.589243148,0.589243148,0.589243148,0.709304139,0.709304139,0.709304139,0.709304139,0.605567807,0.605567807,0.605567807,0.605567807,0.375733145,0.375733145,0.375733145,0.375733145,0.89414703,0.89414703,0.89414703,0.89414703,0.661242574,0.661242574,0.661242574,0.661242574,0.557740643,0.557740643,0.557740643,0.557740643
10,0.90616569,0.90616569,0.90616569,0.90616569,0.652331181,0.652331181,0.652331181,0.652331181,0.995896688,0.995896688,0.995896688,0.995896688,0.867560774,0.867560774,0.867560774,0.867560774,0.599347081,0.599347081,0.599347081,0.599347081,0.566656281,0.566656281,0.566656281,0.566656281,0.909204299,0.909204299,0.909204299,0.909204299,0.781223129,0.781223129,0.781223129,0.781223129,0.513856452,0.513856452,0.513856452,0.513856452,0.65534382,0.65534382,0.65534382,0.65534382,0.528515162,0.528515162,0.528515162,0.528515162,0.263862469,0.263862469,0.263862469,0.263862469,0.870595718,0.870595718,0.870595718,0.870595718,0.602353484,0.602353484,0.602353484,0.602353484,0.475799559,0.475799559,0.475799559,0.475799559
11,0.885944135,0.885944135,0.885944135,0.885944135,0.592823642,0.592823642,0.592823642,0.592823642,0.99500734,0.99500734,0.99500734,0.99500734,0.839713862,0.839713862,0.839713862,0.839713862,0.535541838,0.535541838,0.535541838,0.535541838,0.488660698,0.488660698,0.488660698,0.488660698,0.889628625,0.889628625,0.889628625,0.889628625,0.73476539,0.73476539,0.73476539,0.73476539,0.431593218,0.431593218,0.431593218,0.431593218,0.596477276,0.596477276,0.596477276,0.596477276,0.442979787,0.442979787,0.442979787,0.442979787,0.142914138,0.142914138,0.142914138,0.142914138,0.843393933,0.843393933,0.843393933,0.843393933,0.53918821,0.53918821,0.53918821,0.53918821,0.386009173,0.386009173,0.386009173,0.386009173
12,0.865231328,0.865231328,0.865231328,0.865231328,0.537794748,0.537794748,0.537794748,0.537794748,0.994079591,0.994079591,0.994079591,0.994079591,0.811497536,0.811497536,0.811497536,0.811497536,0.478580108,0.478580108,0.478580108,0.478580108,0.414712871,0.414712871,0.414712871,0.414712871,0.869587108,0.869587108,0.869587108,0.869587108,0.687512133,0.687512133,0.687512133,0.687512133,0.355739955,0.355739955,0.355739955,0.355739955,0.542114875,0.542114875,0.542114875,0.542114875,0.361610286,0.361610286,0.361610286,0.361610286,0.0332743,0.0332743,0.0332743,0.0332743,0.815848131,0.815848131,0.815848131,0.815848131,0.482892016,0.482892016,0.482892016,0.482892016,0.302745184,0.302745184,0.302745184,0.302745184
13,0.843385158,0.843385158,0.843385158,0.843385158,0.484676296,0.484676296,0.484676296,0.484676296,0.993064532,0.993064532,0.993064532,0.993064532,0.782043878,0.782043878,0.782043878,0.782043878,0.425179279,0.425179279,0.425179279,0.425179279,0.341702834,0.341702834,0.341702834,0.341702834,0.848482167,0.848482167,0.848482167,0.848482167,0.638049018,0.638049018,0.638049018,0.638049018,0.282473968,0.282473968,0.282473968,0.282473968,0.48973264,0.48973264,0.48973264,0.48973264,0.281073911,0.281073911,0.281073911,0.281073911,-0.070775689,-0.070775689,-0.070775689,-0.070775689,0.787134886,0.787134886,0.787134886,0.787134886,0.430226428,0.430226428,0.430226428,0.430226428,0.221962872,0.221962872,0.221962872,0.221962872
14,0.822883319,0.822883319,0.822883319,0.822883319,0.438267483,0.438267483,0.438267483,0.438267483,0.992032046,0.992032046,0.992032046,0.992032046,0.754693033,0.754693033,0.754693033,0.754693033,0.379520823,0.379520823,0.379520823,0.379520823,0.27678233,0.27678233,0.27678233,0.27678233,0.828757715,0.828757715,0.828757715,0.828757715,0.592080844,0.592080844,0.592080844,0.592080844,0.218327034,0.218327034,0.218327034,0.218327034,0.444096258,0.444096258,0.444096258,0.444096258,0.209376389,0.209376389,0.209376389,0.209376389,-0.160419959,-0.160419959,-0.160419959,-0.160419959,0.760560622,0.760560622,0.760560622,0.760560622,0.385339421,0.385339421,0.385339421,0.385339421,0.151047285,0.151047285,0.151047285,0.151047285
