-7.3263e-023	-9.7653e-023	-8.9447e-023	-5.8567e-023	-2.8685e-023	-2.107e-023	-3.9977e-023	-6.957e-023	-8.4824e-023	-6.9297e-023	-2.7548e-023	1.692e-023	3.748e-023	2.3438e-023	-1.1133e-023	-3.5707e-023	-2.3869e-023	2.7667e-023	9.4957e-023	1.4115e-022	1.4013e-022	9.391e-023	3.1957e-023	-7.1325e-024	1.8227e-025	4.7946e-023	1.0495e-022	1.3449e-022	1.1677e-022	6.0102e-023	-5.4639e-024	-4.7228e-023	-4.9312e-023	-2.0723e-023	1.2214e-023	2.3475e-023	3.5785e-024	-3.5562e-023	-6.9706e-023	-7.8899e-023	-6.0631e-023	-3.0964e-023	-1.2998e-023	-2.0493e-023	-4.7779e-023	-7.3063e-023	-7.3262e-023	-4.0538e-023	1.0853e-023	5.2608e-023	6.0573e-023	3.121e-023	-1.4825e-023	-4.4959e-023	-3.5294e-023	1.3704e-023	7.67e-023	1.1873e-022	1.1658e-022	7.2871e-023	1.3949e-023	-2.6592e-023	-2.8328e-023	4.4727e-024	4.7717e-023	7.2081e-023	6.11e-023	2.039e-023	-2.6987e-023	-5.5551e-023	-5.3153e-023	-2.7701e-023	-9.8225e-025	6.1609e-024	-1.2339e-023	-4.3915e-023	-6.6074e-023	-6.2021e-023	-3.2813e-023	2.4577e-024	1.9141e-023	4.2353e-024	-3.3343e-023	-6.7018e-023	-6.942e-023	-3.1155e-023	3.1141e-023	8.3568e-023	9.5688e-023	6.0206e-023	-1.2295e-024	-5.0366e-023	-5.5533e-023	-1.1326e-023	5.7561e-023	1.1093e-022	1.1719e-022	7.228e-023	1.7316e-024	-5.511e-023	-6.8964e-023	-3.7778e-023	1.3229e-023	4.8325e-023	4.3981e-023	3.0869e-024	-4.8181e-023	-7.8433e-023	-7.2013e-023	-3.8917e-023	-7.1906e-024	-2.9698e-024	-3.1724e-023	-7.3612e-023	-9.6511e-023	-7.8302e-023	-2.343e-023	3.7934e-023	6.8465e-023	4.8364e-023	-1.0099e-023	-6.8438e-023	-8.5385e-023	-4.3412e-023	3.8794e-023	1.1646e-022	1.4572e-022
-1.9496e-023	-6.135e-023	-6.7318e-023	-4.1015e-023	-5.7046e-024	1.0921e-023	-5.2474e-024	-4.5714e-023	-8.542e-023	-9.9924e-023	-8.2124e-023	-4.6933e-023	-2.0472e-023	-2.113e-023	-4.5857e-023	-7.1711e-023	-7.2036e-023	-3.613e-023	2.1622e-023	7.0091e-023	8.2031e-023	5.3006e-023	5.5102e-024	-2.4912e-023	-1.2617e-023	4.1149e-023	1.0831e-022	1.5101e-022	1.4482e-022	9.3462e-023	2.6195e-023	-2.0117e-023	-2.2985e-023	1.3056e-023	6.039e-023	8.5883e-023	7.1002e-023	2.225e-023	-3.4065e-023	-6.8943e-023	-6.8643e-023	-4.2194e-023	-1.4034e-023	-6.9953e-024	-2.704e-023	-5.987e-023	-8.1492e-023	-7.5398e-023	-4.4488e-023	-9.4041e-024	5.7622e-024	-9.3326e-024	-4.3123e-023	-6.8986e-023	-6.2906e-023	-2.0249e-023	3.9753e-023	8.5212e-023	9.1519e-023	5.7154e-023	5.1117e-024	-3.1125e-023	-2.8197e-023	1.287e-023	6.8765e-023	1.0661e-022	1.0387e-022	6.152e-023	3.0209e-024	-4.0026e-023	-4.6697e-023	-1.8633e-023	2.1947e-023	4.66e-023	3.8338e-023	1.6466e-024	-4.129e-023	-6.5562e-023	-5.9877e-023	-3.3536e-023	-9.4004e-024	-7.5785e-024	-3.095e-023	-6.2616e-023	-7.7397e-023	-5.9778e-023	-1.5975e-023	2.8619e-023	4.5586e-023	2.2835e-023	-2.5843e-023	-6.7976e-023	-7.2415e-023	-2.9659e-023	4.065e-023	1.0035e-022	1.1548e-022	7.7141e-023	7.6702e-024	-5.2215e-023	-6.7615e-023	-3.0384e-023	3.605e-023	9.101e-023	1.0127e-022	6.0894e-023	-5.984e-024	-6.0962e-023	-7.5536e-023	-4.8236e-023	-3.9908e-024	2.3455e-023	1.4238e-023	-2.4829e-023	-6.571e-023	-7.8993e-023	-5.4618e-023	-9.3261e-024	2.4468e-023	2.1167e-023	-1.9334e-023	-6.9784e-023	-9.2575e-023	-6.4917e-023	4.4669e-024	7.8757e-023	1.1529e-022
2.6601e-023	-1.9212e-023	-2.8529e-023	-3.6544e-026	4.4012e-023	7.142e-023	6.0175e-023	1.2351e-023	-4.733e-023	-8.7529e-023	-9.0506e-023	-6.3088e-023	-3.1032e-023	-2.0695e-023	-4.0696e-023	-7.6311e-023	-1.0047e-022	-9.3484e-023	-5.7522e-023	-1.54e-023	5.4895e-024	-7.1199e-024	-4.0964e-023	-6.6907e-023	-5.8652e-023	-1.1189e-023	5.4533e-023	1.0403e-022	1.1087e-022	7.3619e-023	1.722e-023	-2.196e-023	-1.8297e-023	2.7462e-023	8.8585e-023	1.2846e-022	1.2257e-022	7.2978e-023	6.6632e-024	-4.1145e-023	-4.82e-023	-1.7975e-023	2.3778e-023	4.6113e-023	3.2489e-023	-9.6193e-024	-5.4933e-023	-7.7809e-023	-6.9072e-023	-4.1089e-023	-1.8055e-023	-1.8513e-023	-4.2251e-023	-7.0596e-023	-7.9774e-023	-5.8068e-023	-1.4843e-023	2.4944e-023	3.7237e-023	1.5375e-023	-2.4591e-023	-5.3555e-023	-4.7943e-023	-5.2596e-024	5.4426e-023	9.9495e-023	1.0479e-022	6.7472e-023	9.2472e-024	-3.6099e-023	-4.2572e-023	-7.3316e-024	4.767e-023	8.8811e-023	9.0851e-023	5.1775e-023	-6.5619e-024	-5.2317e-023	-6.3328e-023	-4.0176e-023	-4.496e-024	1.6107e-023	6.435e-024	-2.6803e-023	-6.052e-023	-7.182e-023	-5.4141e-023	-2.1868e-023	-1.77e-025	-7.0394e-024	-3.9759e-023	-7.5527e-023	-8.6107e-023	-5.7197e-023	4.3232e-025	5.5898e-023	7.6823e-023	5.0159e-023	-8.141e-024	-6.1354e-023	-7.3777e-023	-3.2957e-023	4.154e-023	1.088e-022	1.3071e-022	9.4951e-023	2.2662e-023	-4.4277e-023	-6.8614e-023	-4.0061e-023	1.9266e-023	6.9529e-023	7.8479e-023	4.1219e-023	-1.8004e-023	-6.267e-023	-6.8178e-023	-3.74e-023	2.4621e-024	1.9303e-023	-1.3852e-024	-4.6224e-023	-8.2939e-023	-8.273e-023	-4.0907e-023	1.8475e-023	5.7702e-023
3.6431e-023	-2.2237e-024	-7.1387e-024	2.6927e-023	8.0354e-023	1.1969e-022	1.1803e-022	7.2199e-023	5.3549e-024	-4.7083e-023	-5.9603e-023	-3.2541e-023	8.757e-024	3.106e-023	1.5236e-023	-3.1633e-023	-8.1976e-023	-1.0704e-022	-9.6256e-023	-6.3476e-023	-3.6072e-023	-3.506e-023	-6.0243e-023	-9.0628e-023	-9.956e-023	-7.3872e-023	-2.379e-023	2.3214e-023	4.0504e-023	2.0273e-023	-2.0513e-023	-5.0285e-023	-4.2865e-023	5.3621e-024	7.2048e-023	1.2171e-022	1.2712e-022	8.6213e-023	2.3806e-023	-2.3023e-023	-2.7268e-023	1.1729e-023	6.8128e-023	1.0567e-022	9.9937e-023	5.2857e-023	-9.4303e-024	-5.3627e-023	-6.0027e-023	-3.3697e-023	6.3887e-025	1.5972e-023	7.5268e-025	-3.4615e-023	-6.6284e-023	-7.408e-023	-5.5308e-023	-2.5967e-023	-8.8992e-024	-1.7286e-023	-4.4963e-023	-7.0224e-023	-7.0608e-023	-3.8707e-023	1.1904e-023	5.532e-023	6.6738e-023	3.9433e-023	-9.7455e-024	-4.9434e-023	-5.2322e-023	-1.2111e-023	5.1627e-023	1.0414e-022	1.1575e-022	7.9667e-023	1.634e-023	-3.8537e-023	-5.5336e-023	-2.8088e-023	2.2548e-023	6.2692e-023	6.6486e-023	3.1625e-023	-2.0482e-023	-5.9568e-023	-6.6283e-023	-4.3871e-023	-1.4404e-023	-2.6541e-024	-1.8765e-023	-5.1463e-023	-7.6223e-023	-7.2729e-023	-3.9709e-023	3.064e-024	2.7343e-023	1.5571e-023	-2.6029e-023	-6.9563e-023	-8.2292e-023	-4.7988e-023	2.0899e-023	8.8773e-023	1.1766e-022	9.0783e-023	2.4117e-023	-4.2072e-023	-6.7101e-023	-3.4759e-023	3.6391e-023	1.0402e-022	1.2777e-022	9.3762e-023	2.2543e-023	-4.4313e-023	-7.0382e-023	-4.6605e-023	4.3933e-024	4.4232e-023	4.4235e-023	3.7199e-024	-5.0657e-023	-8.3681e-023	-7.5665e-023	-3.5603e-023	5.4509e-024
9.5392e-024	-1.896e-023	-2.0201e-023	1.4921e-023	7.1965e-023	1.2015e-022	1.3097e-022	9.673e-023	3.6856e-023	-1.3135e-023	-2.367e-023	9.8049e-024	6.3413e-023	9.9805e-023	9.2025e-023	4.0657e-023	-2.7021e-023	-7.5124e-023	-8.2261e-023	-5.4273e-023	-1.8606e-023	-4.805e-024	-2.4733e-023	-6.5715e-023	-1.0052e-022	-1.0666e-022	-8.163e-023	-4.3918e-023	-1.9684e-023	-2.4411e-023	-5.2016e-023	-7.8675e-023	-7.8824e-023	-4.2841e-023	1.5297e-023	6.5697e-023	8.1094e-023	5.4627e-023	5.3447e-024	-3.2641e-023	-3.1073e-023	1.4374e-023	8.0433e-023	1.2977e-022	1.3361e-022	8.9397e-023	2.2418e-023	-2.9763e-023	-4.0175e-023	-8.289e-024	4.0869e-023	7.33e-023	6.7333e-023	2.6074e-023	-2.636e-023	-6.1525e-023	-6.4816e-023	-4.3346e-023	-1.9097e-023	-1.2761e-023	-2.9568e-023	-5.6505e-023	-7.2298e-023	-6.2932e-023	-3.241e-023	2.0134e-024	1.7651e-023	3.0651e-024	-3.3016e-023	-6.576e-023	-6.932e-023	-3.3777e-023	2.6891e-023	8.1552e-023	1.0003e-022	7.1844e-023	1.3828e-023	-3.8835e-023	-5.3329e-023	-1.924e-023	4.4623e-023	1.0122e-022	1.1756e-022	8.4455e-023	2.1533e-023	-3.5492e-023	-5.6991e-023	-3.6949e-023	4.941e-024	3.7293e-023	3.7578e-023	5.8638e-024	-3.6739e-023	-6.3212e-023	-5.8954e-023	-3.114e-023	-3.1083e-024	2.2644e-024	-2.1018e-023	-5.7039e-023	-7.8078e-023	-6.3559e-023	-1.535e-023	4.1249e-023	7.2447e-023	5.7892e-023	5.3947e-024	-5.1828e-023	-7.4772e-023	-4.3354e-023	2.9525e-023	1.042e-022	1.3767e-022	1.1005e-022	3.7322e-023	-3.7889e-023	-7.2189e-023	-4.7852e-023	1.669e-023	7.8852e-023	9.8697e-023	6.3517e-023	-5.2834e-024	-6.6994e-023	-8.8111e-023	-6.3212e-023	-1.6806e-023
-2.6658e-023	-5.023e-023	-5.6487e-023	-3.1673e-023	1.7733e-023	6.7239e-023	8.9267e-023	7.1671e-023	2.74e-023	-1.2104e-023	-1.6579e-023	2.2714e-023	8.5738e-023	1.3515e-022	1.3972e-022	9.4565e-023	2.4724e-023	-3.0584e-023	-4.2719e-023	-1.1278e-023	3.671e-023	6.5022e-023	5.1562e-023	1.5611e-024	-5.7317e-023	-9.3813e-023	-9.2978e-023	-6.4301e-023	-3.3561e-023	-2.4642e-023	-4.3668e-023	-7.5732e-023	-9.5868e-023	-8.6621e-023	-5.0394e-023	-8.3256e-024	1.37e-023	2.7918e-024	-3.1289e-023	-6.1365e-023	-6.0198e-023	-1.8978e-023	4.5267e-023	9.8847e-023	1.1199e-022	7.7937e-023	1.8173e-023	-3.0057e-023	-3.6426e-023	3.7842e-024	6.6778e-023	1.1492e-022	1.1966e-022	7.8386e-023	1.4819e-023	-3.6509e-023	-5.1524e-023	-3.0095e-023	6.1377e-024	2.9202e-023	2.2891e-023	-8.1265e-024	-4.3317e-023	-6.1168e-023	-5.4432e-023	-3.0832e-023	-1.0486e-023	-1.0615e-023	-3.3042e-023	-6.2131e-023	-7.4848e-023	-5.6601e-023	-1.2422e-023	3.439e-023	5.6139e-023	3.8814e-023	-7.3184e-024	-5.2206e-023	-6.3768e-023	-2.8297e-023	3.954e-023	1.0413e-022	1.2986e-022	1.0286e-022	3.9811e-023	-2.1879e-023	-4.6664e-023	-2.2118e-023	3.4198e-023	8.6264e-023	1.0195e-022	7.2181e-023	1.5163e-023	-3.6182e-023	-5.5208e-023	-3.75e-023	-2.0253e-024	2.2611e-023	1.7517e-023	-1.4245e-023	-5.0386e-023	-6.5137e-023	-4.7431e-023	-9.1859e-024	2.2239e-023	2.2805e-023	-1.0687e-023	-5.6511e-023	-8.103e-023	-6.1013e-023	-6.6405e-025	6.8533e-023	1.0621e-022	8.8693e-023	2.5359e-023	-4.5399e-023	-7.8977e-023	-5.2255e-023	2.1284e-023	9.8989e-023	1.3479e-022	1.0737e-022	3.2998e-023	-4.4883e-023	-8.2853e-023	-6.4038e-023	-7.3354e-024
-3.644e-023	-6.3318e-023	-8.5138e-023	-8.2526e-023	-5.201e-023	-9.5275e-024	1.963e-023	1.8272e-023	-9.6678e-024	-4.0142e-023	-4.4409e-023	-9.108e-024	5.2807e-023	1.0857e-022	1.2618e-022	9.5792e-023	3.7287e-023	-1.15e-023	-1.8764e-023	2.0741e-023	8.2105e-023	1.2595e-022	1.2317e-022	7.2749e-023	1.6027e-024	-5.2842e-023	-6.5768e-023	-3.9101e-023	1.618e-024	2.4703e-023	1.2467e-023	-2.8684e-023	-7.3957e-023	-9.7251e-023	-8.8165e-023	-5.797e-023	-3.0989e-023	-2.7398e-023	-4.9057e-023	-7.7983e-023	-8.8679e-023	-6.6196e-023	-1.768e-023	3.0849e-023	5.0985e-023	3.1116e-023	-1.4571e-023	-5.3802e-023	-5.6298e-023	-1.3495e-023	5.4943e-023	1.1238e-022	1.274e-022	9.2944e-023	3.0511e-023	-2.3196e-023	-3.8547e-023	-1.0281e-023	4.0602e-023	8.088e-023	8.5703e-023	5.2816e-023	2.1099e-024	-3.8213e-023	-5.0238e-023	-3.3071e-023	-4.6549e-024	1.1523e-023	2.3154e-024	-2.6624e-023	-5.5202e-023	-6.304e-023	-4.3942e-023	-1.0814e-023	1.2604e-023	8.0815e-024	-2.3539e-023	-6.1113e-023	-7.5992e-023	-5.1102e-023	6.2322e-024	6.6808e-023	9.6763e-023	7.8995e-023	2.5006e-023	-3.0953e-023	-5.2352e-023	-2.2893e-023	4.3034e-023	1.0864e-022	1.3674e-022	1.1194e-022	4.9439e-023	-1.4639e-023	-4.5281e-023	-2.9271e-023	1.7917e-023	6.2844e-023	7.5353e-023	4.6966e-023	-4.9252e-024	-4.9316e-023	-6.2082e-023	-4.1326e-023	-7.6259e-024	1.083e-023	-1.8355e-024	-3.775e-023	-7.0377e-023	-7.3005e-023	-3.825e-023	1.5053e-023	5.3004e-023	4.916e-023	3.5616e-024	-5.4965e-023	-8.5837e-023	-6.2812e-023	7.6724e-024	8.8409e-023	1.3331e-022	1.1597e-022	4.6807e-023	-3.2528e-023	-7.4379e-023	-5.4353e-023	1.3822e-023
-1.7803e-024	-3.6503e-023	-7.8748e-023	-1.0329e-022	-9.6409e-023	-6.5044e-023	-3.2039e-023	-2.0237e-023	-3.6232e-023	-6.5148e-023	-8.0633e-023	-6.3636e-023	-1.6965e-023	3.5007e-023	6.2122e-023	4.9333e-023	8.2638e-024	-2.9135e-023	-3.1264e-023	1.1663e-023	7.9869e-023	1.3551e-022	1.4625e-022	1.0573e-022	3.7731e-023	-1.8443e-023	-3.2085e-023	5.7046e-025	5.4913e-023	9.3823e-023	9.0542e-023	4.4347e-023	-2.025e-023	-6.9607e-023	-8.1809e-023	-5.9181e-023	-2.4999e-023	-7.1167e-024	-1.9486e-023	-5.363e-023	-8.5423e-023	-9.2316e-023	-6.9214e-023	-3.2148e-023	-7.1578e-024	-1.1876e-023	-4.2489e-023	-7.5253e-023	-8.2009e-023	-4.9545e-023	1.0242e-023	6.6543e-023	8.8632e-023	6.5526e-023	1.3581e-023	-3.3081e-023	-4.3418e-023	-8.5134e-024	5.3026e-023	1.0651e-022	1.2214e-022	9.2414e-023	3.57e-023	-1.5856e-023	-3.6518e-023	-1.8692e-023	2.1484e-023	5.5116e-023	5.8982e-023	2.9687e-023	-1.5189e-023	-4.9283e-023	-5.4858e-023	-3.4036e-023	-6.5708e-024	4.2222e-024	-1.2074e-023	-4.5349e-023	-7.1569e-023	-6.945e-023	-3.5963e-023	1.0147e-023	3.9848e-023	3.3179e-023	-6.3657e-024	-5.2419e-023	-7.1658e-023	-4.5235e-023	1.8058e-023	8.573e-023	1.2066e-022	1.0374e-022	4.593e-023	-1.7732e-023	-4.8928e-023	-2.8967e-023	3.0041e-023	9.2525e-023	1.2087e-022	9.7886e-023	3.6639e-023	-2.8187e-023	-6.1926e-023	-5.0956e-023	-9.9958e-024	2.8686e-023	3.6885e-023	8.7211e-024	-3.6386e-023	-6.7769e-023	-6.4965e-023	-3.1946e-023	5.6703e-024	1.8694e-023	-4.5715e-024	-4.8878e-023	-8.1233e-023	-7.3161e-023	-2.1255e-023	4.8211e-023	9.4629e-023	8.9095e-023	3.4299e-023	-3.5248e-023	-7.3699e-023	-5.2592e-023	2.0436e-023
6.2693e-023	2.2866e-023	-3.5043e-023	-8.12e-023	-9.3271e-023	-7.0412e-023	-3.3391e-023	-1.0579e-023	-1.8971e-023	-5.2965e-023	-8.858e-023	-1.0034e-022	-7.9226e-023	-3.915e-023	-7.1765e-024	-4.1482e-024	-2.9257e-023	-5.9669e-023	-6.5952e-023	-3.2948e-023	2.834e-023	8.6395e-023	1.0911e-022	8.4953e-023	3.1384e-023	-1.5383e-023	-2.285e-023	1.7228e-023	8.3262e-023	1.3673e-022	1.4554e-022	1.0333e-022	3.3048e-023	-2.7331e-023	-4.7807e-023	-2.3894e-023	2.1924e-023	5.5292e-023	5.1783e-023	1.1554e-023	-4.2132e-023	-7.8997e-023	-8.158e-023	-5.5743e-023	-2.529e-023	-1.478e-023	-3.244e-023	-6.4772e-023	-8.6347e-023	-7.7931e-023	-4.0461e-023	4.7855e-024	3.0091e-023	2.0059e-023	-1.7345e-023	-5.5012e-023	-6.3722e-023	-3.1106e-023	2.9682e-023	8.7273e-023	1.1093e-022	8.9211e-023	3.6868e-023	-1.4146e-023	-3.4495e-023	-1.1835e-023	3.9962e-023	8.9145e-023	1.0548e-022	7.8506e-023	2.3479e-023	-2.8617e-023	-5.042e-023	-3.4773e-023	1.8422e-024	3.0887e-023	3.0641e-023	3.305e-026	-4.1497e-023	-6.7744e-023	-6.3733e-023	-3.5778e-023	-6.8201e-024	-2.0022e-025	-2.293e-023	-5.9989e-023	-8.3827e-023	-7.3007e-023	-2.7618e-023	2.9087e-023	6.4448e-023	5.7153e-023	1.1732e-023	-4.2795e-023	-6.989e-023	-4.7993e-023	1.5353e-023	8.6795e-023	1.2645e-022	1.1173e-022	5.1279e-023	-1.9836e-023	-6.1051e-023	-5.0657e-023	1.3762e-024	6.0118e-023	8.7696e-023	6.6735e-023	1.0389e-023	-4.715e-023	-7.3226e-023	-5.7485e-023	-1.7341e-023	1.507e-023	1.5372e-023	-1.642e-023	-5.6336e-023	-7.3572e-023	-5.2549e-023	-4.7071e-024	3.8385e-023	4.6405e-023	1.1889e-023	-4.2783e-023	-7.8524e-023	-6.4868e-023	-1.0843e-024
1.1747e-022	8.091e-023	1.9532e-023	-3.5002e-023	-5.4932e-023	-3.3614e-023	1.0187e-023	4.405e-023	4.2446e-023	2.8826e-024	-5.2905e-023	-9.3535e-023	-9.8619e-023	-7.1638e-023	-3.6479e-023	-2.0182e-023	-3.3931e-023	-6.5461e-023	-8.8103e-023	-8.009e-023	-4.0581e-023	8.88e-024	3.8707e-023	3.1738e-023	-4.1742e-024	-4.0265e-023	-4.532e-023	-6.5617e-024	6.0773e-023	1.2171e-022	1.4278e-022	1.1296e-022	5.1081e-023	-5.2106e-024	-2.2249e-023	9.1533e-024	6.8219e-023	1.1713e-022	1.2428e-022	8.3366e-023	1.6489e-023	-4.0266e-023	-5.9374e-023	-3.8127e-023	1.394e-024	2.7927e-023	2.1563e-023	-1.4215e-023	-5.6375e-023	-7.8785e-023	-6.9871e-023	-3.973e-023	-1.2329e-023	-8.4701e-024	-3.1186e-023	-6.3419e-023	-7.9488e-023	-6.267e-023	-1.7199e-023	3.3402e-023	6.0808e-023	4.9997e-023	9.3424e-024	-3.3934e-023	-5.1101e-023	-2.6333e-023	3.0427e-023	8.8502e-023	1.1475e-022	9.3862e-023	3.8072e-023	-1.9998e-023	-4.7008e-023	-2.9057e-023	2.0177e-023	6.8277e-023	8.4293e-023	5.7574e-023	3.5102e-024	-4.7123e-023	-6.8043e-023	-5.3617e-023	-2.1066e-023	2.2474e-024	-2.379e-024	-3.268e-023	-6.7647e-023	-8.2487e-023	-6.6066e-023	-2.9008e-023	3.1019e-024	7.0311e-024	-2.1704e-023	-6.4413e-023	-9.0228e-023	-7.5956e-023	-2.2207e-023	4.4931e-023	8.858e-023	8.3628e-023	3.3207e-023	-3.1715e-023	-7.0203e-023	-5.6254e-023	4.6632e-024	7.8099e-023	1.2113e-022	1.0841e-022	4.7616e-023	-2.5615e-023	-6.9882e-023	-6.3431e-023	-1.6665e-023	3.5872e-023	5.8427e-023	3.6808e-023	-1.3661e-023	-5.969e-023	-7.2938e-023	-4.8826e-023	-8.7796e-024	1.5365e-023	4.0433e-024	-3.5784e-023	-7.4717e-023	-8.0905e-023	-4.2589e-023
