1,0.694183632,0.694183632,0.694183632,0.694183632,0.725194877,0.725194877,0.725194877,0.725194877,0.728979499,0.728979499,0.728979499,0.728979499,Columns B through M show the values of c(r) with r from 1 to 100 using different pairs of lattice vectors from the Fourier Transform,0.716119336,0.004699853,0.016280768,12
2,0.388367264,0.388367264,0.388367264,0.388367264,0.450389754,0.450389754,0.450389754,0.450389754,0.457958999,0.457958999,0.457958999,0.457958999,"Columns O through R show the average across 12 pairs, the standard error, the standard deviation, and the count (12)",0.432238672,0.009399706,0.032561536,12
3,0.242757873,0.242757873,0.242757873,0.242757873,0.327991493,0.327991493,0.327991493,0.327991493,0.338630525,0.338630525,0.338630525,0.338630525,,0.30312663,0.012937115,0.044815479,12
4,0.182650512,0.182650512,0.182650512,0.182650512,0.293125577,0.293125577,0.293125577,0.293125577,0.285052074,0.285052074,0.285052074,0.285052074,,0.253609388,0.015161088,0.052519551,12
5,0.139549051,0.139549051,0.139549051,0.139549051,0.251883333,0.251883333,0.251883333,0.251883333,0.254161456,0.254161456,0.254161456,0.254161456,,0.215197947,0.016130836,0.055878856,12
6,0.108021186,0.108021186,0.108021186,0.108021186,0.210641092,0.210641092,0.210641092,0.210641092,0.231995034,0.231995034,0.231995034,0.231995034,,0.183552437,0.016316426,0.056521759,12
7,0.080913637,0.080913637,0.080913637,0.080913637,0.166303456,0.166303456,0.166303456,0.166303456,0.209737786,0.209737786,0.209737786,0.209737786,,0.152318293,0.016135044,0.055893431,12
8,0.063308597,0.063308597,0.063308597,0.063308597,0.148636996,0.148636996,0.148636996,0.148636996,0.173318915,0.173318915,0.173318915,0.173318915,,0.128421503,0.014210681,0.049227244,12
9,0.053777824,0.053777824,0.053777824,0.053777824,0.156411932,0.156411932,0.156411932,0.156411932,0.155125407,0.155125407,0.155125407,0.155125407,,0.121771721,0.014497212,0.050219817,12
10,0.067498277,0.067498277,0.067498277,0.067498277,0.184866049,0.184866049,0.184866049,0.184866049,0.169086119,0.169086119,0.169086119,0.169086119,,0.140483482,0.01568126,0.054321478,12
11,0.090116154,0.090116154,0.090116154,0.090116154,0.203806836,0.203806836,0.203806836,0.203806836,0.177420161,0.177420161,0.177420161,0.177420161,,0.157114384,0.014648686,0.050744538,12
12,0.106092645,0.106092645,0.106092645,0.106092645,0.195086829,0.195086829,0.195086829,0.195086829,0.163183972,0.163183972,0.163183972,0.163183972,,0.154787815,0.011099721,0.038450561,12
13,0.115934503,0.115934503,0.115934503,0.115934503,0.188671557,0.188671557,0.188671557,0.188671557,0.145178645,0.145178645,0.145178645,0.145178645,,0.149928235,0.009010394,0.031212919,12
14,0.109561155,0.109561155,0.109561155,0.109561155,0.176419394,0.176419394,0.176419394,0.176419394,0.124865024,0.124865024,0.124865024,0.124865024,,0.136948524,0.008623485,0.02987263,12
15,0.105117476,0.105117476,0.105117476,0.105117476,0.176544397,0.176544397,0.176544397,0.176544397,0.107623079,0.107623079,0.107623079,0.107623079,,0.129761651,0.009978882,0.034567862,12
16,0.12603907,0.12603907,0.12603907,0.12603907,0.184818108,0.184818108,0.184818108,0.184818108,0.128256805,0.128256805,0.128256805,0.128256805,,0.146371328,0.008201426,0.028410571,12
17,0.118149414,0.118149414,0.118149414,0.118149414,0.190849387,0.190849387,0.190849387,0.190849387,0.144477208,0.144477208,0.144477208,0.144477208,,0.15115867,0.009061417,0.031389668,12
18,0.062170378,0.062170378,0.062170378,0.062170378,0.190321501,0.190321501,0.190321501,0.190321501,0.158629339,0.158629339,0.158629339,0.158629339,,0.137040406,0.016432118,0.056922525,12
19,0.007881857,0.007881857,0.007881857,0.007881857,0.163775423,0.163775423,0.163775423,0.163775423,0.189495477,0.189495477,0.189495477,0.189495477,,0.120384252,0.024193628,0.083809186,12
20,0.000596179,0.000596179,0.000596179,0.000596179,0.164748183,0.164748183,0.164748183,0.164748183,0.197622928,0.197622928,0.197622928,0.197622928,,0.120989097,0.025984877,0.090014254,12
