1,0.698820122,0.698820122,0.698820122,0.698820122,0.702498186,0.729467109,0.702498186,0.729467109,0.701785596,0.730958318,0.701785596,0.730958318
2,0.397640244,0.397640244,0.397640244,0.397640244,0.404996372,0.458934218,0.404996372,0.458934218,0.403571191,0.461916636,0.403571191,0.461916636
3,0.255114158,0.255114158,0.255114158,0.255114158,0.266480521,0.33621796,0.266480521,0.33621796,0.269856321,0.345401476,0.269856321,0.345401476
4,0.198672478,0.198672478,0.198672478,0.198672478,0.210159626,0.298812648,0.210159626,0.298812648,0.198809519,0.294518731,0.198809519,0.294518731
5,0.155246585,0.155246585,0.155246585,0.155246585,0.147513684,0.256058577,0.147513684,0.256058577,0.146523096,0.263977099,0.146523096,0.263977099
6,0.120806357,0.120806357,0.120806357,0.120806357,0.085855542,0.213551546,0.085855542,0.213551546,0.103203809,0.241767619,0.103203809,0.241767619
7,0.09383069,0.09383069,0.09383069,0.09383069,0.046920105,0.168560704,0.046920105,0.168560704,0.087072221,0.219558916,0.087072221,0.219558916
8,0.075710388,0.075710388,0.075710388,0.075710388,0.036505783,0.150017637,0.036505783,0.150017637,0.059406495,0.18273526,0.059406495,0.18273526
9,0.058280295,0.058280295,0.058280295,0.058280295,0.033179586,0.153918405,0.033179586,0.153918405,0.031334352,0.161967598,0.031334352,0.161967598
10,0.063196188,0.063196188,0.063196188,0.063196188,0.033767207,0.17434353,0.033767207,0.17434353,0.024219114,0.17616092,0.024219114,0.17616092
11,0.065432208,0.065432208,0.065432208,0.065432208,0.043538671,0.187036732,0.043538671,0.187036732,0.022624306,0.177490733,0.022624306,0.177490733
12,0.067007159,0.067007159,0.067007159,0.067007159,0.056902513,0.173271985,0.056902513,0.173271985,0.030845365,0.156243928,0.030845365,0.156243928
13,0.074938422,0.074938422,0.074938422,0.074938422,0.063552527,0.166657789,0.063552527,0.166657789,0.01798288,0.128618318,0.01798288,0.128618318
14,0.071355508,0.071355508,0.071355508,0.071355508,0.058771444,0.159071067,0.058771444,0.159071067,-0.006074611,0.101121618,-0.006074611,0.101121618
15,0.060341116,0.060341116,0.060341116,0.060341116,0.050804487,0.160895366,0.050804487,0.160895366,-0.038575839,0.078704543,-0.038575839,0.078704543
16,0.064944378,0.064944378,0.064944378,0.064944378,0.043732681,0.163508499,0.043732681,0.163508499,-0.032522524,0.095513795,-0.032522524,0.095513795
17,0.038996487,0.038996487,0.038996487,0.038996487,0.017783221,0.145816479,0.017783221,0.145816479,-0.026077075,0.11157286,-0.026077075,0.11157286
18,-0.040819238,-0.040819238,-0.040819238,-0.040819238,-0.004216419,0.138510574,-0.004216419,0.138510574,-0.045299135,0.108311397,-0.045299135,0.108311397
19,-0.130224354,-0.130224354,-0.130224354,-0.130224354,-0.0523987,0.123090518,-0.0523987,0.123090518,-0.083755616,0.105515644,-0.083755616,0.105515644
20,-0.156493947,-0.156493947,-0.156493947,-0.156493947,-0.067109812,0.112875563,-0.067109812,0.112875563,-0.087294517,0.10707622,-0.087294517,0.10707622
,0.423385713,0.413461978,0.413461978,0.423385713,0.495431398,0.427214411,0.427601842,0.449632482,0.460299758,0.477070021,0.578059982,0.451270168
